datenum,year,month,day,datetime,data_mean_global,data_mean_nh,data_mean_sh
588176,1610,5,15,15-May-1610 00:00:00,0,0,0
588207,1610,6,15,15-Jun-1610 00:00:00,0,0,0
588237,1610,7,15,15-Jul-1610 00:00:00,0,0,0
588268,1610,8,15,15-Aug-1610 00:00:00,0,0,0
588299,1610,9,15,15-Sep-1610 00:00:00,0,0,0
588329,1610,10,15,15-Oct-1610 00:00:00,0,0,0
588360,1610,11,15,15-Nov-1610 00:00:00,0,0,0
588390,1610,12,15,15-Dec-1610 00:00:00,0,0,0
588421,1611,1,15,15-Jan-1611 00:00:00,0,0,0
588452,1611,2,15,15-Feb-1611 00:00:00,0,0,0
588480,1611,3,15,15-Mar-1611 00:00:00,0,0,0
588511,1611,4,15,15-Apr-1611 00:00:00,0,0,0
588541,1611,5,15,15-May-1611 00:00:00,0,0,0
588572,1611,6,15,15-Jun-1611 00:00:00,0,0,0
588602,1611,7,15,15-Jul-1611 00:00:00,0,0,0
588633,1611,8,15,15-Aug-1611 00:00:00,0,0,0
588664,1611,9,15,15-Sep-1611 00:00:00,0,0,0
588694,1611,10,15,15-Oct-1611 00:00:00,0,0,0
588725,1611,11,15,15-Nov-1611 00:00:00,0,0,0
588755,1611,12,15,15-Dec-1611 00:00:00,0,0,0
588786,1612,1,15,15-Jan-1612 00:00:00,0,0,0
588817,1612,2,15,15-Feb-1612 00:00:00,0,0,0
588846,1612,3,15,15-Mar-1612 00:00:00,0,0,0
588877,1612,4,15,15-Apr-1612 00:00:00,0,0,0
588907,1612,5,15,15-May-1612 00:00:00,0,0,0
588938,1612,6,15,15-Jun-1612 00:00:00,0,0,0
588968,1612,7,15,15-Jul-1612 00:00:00,0,0,0
588999,1612,8,15,15-Aug-1612 00:00:00,0,0,0
589030,1612,9,15,15-Sep-1612 00:00:00,0,0,0
589060,1612,10,15,15-Oct-1612 00:00:00,0,0,0
589091,1612,11,15,15-Nov-1612 00:00:00,0,0,0
589121,1612,12,15,15-Dec-1612 00:00:00,0,0,0
589152,1613,1,15,15-Jan-1613 00:00:00,0,0,0
589183,1613,2,15,15-Feb-1613 00:00:00,0,0,0
589211,1613,3,15,15-Mar-1613 00:00:00,0,0,0
589242,1613,4,15,15-Apr-1613 00:00:00,0,0,0
589272,1613,5,15,15-May-1613 00:00:00,0,0,0
589303,1613,6,15,15-Jun-1613 00:00:00,0,0,0
589333,1613,7,15,15-Jul-1613 00:00:00,0,0,0
589364,1613,8,15,15-Aug-1613 00:00:00,0,0,0
589395,1613,9,15,15-Sep-1613 00:00:00,0,0,0
589425,1613,10,15,15-Oct-1613 00:00:00,0,0,0
589456,1613,11,15,15-Nov-1613 00:00:00,0,0,0
589486,1613,12,15,15-Dec-1613 00:00:00,0,0,0
589517,1614,1,15,15-Jan-1614 00:00:00,0,0,0
589548,1614,2,15,15-Feb-1614 00:00:00,0,0,0
589576,1614,3,15,15-Mar-1614 00:00:00,0,0,0
589607,1614,4,15,15-Apr-1614 00:00:00,0,0,0
589637,1614,5,15,15-May-1614 00:00:00,0,0,0
589668,1614,6,15,15-Jun-1614 00:00:00,0,0,0
589698,1614,7,15,15-Jul-1614 00:00:00,0,0,0
589729,1614,8,15,15-Aug-1614 00:00:00,0,0,0
589760,1614,9,15,15-Sep-1614 00:00:00,0,0,0
589790,1614,10,15,15-Oct-1614 00:00:00,0,0,0
589821,1614,11,15,15-Nov-1614 00:00:00,0,0,0
589851,1614,12,15,15-Dec-1614 00:00:00,0,0,0
589882,1615,1,15,15-Jan-1615 00:00:00,0,0,0
589913,1615,2,15,15-Feb-1615 00:00:00,0,0,0
589941,1615,3,15,15-Mar-1615 00:00:00,0,0,0
589972,1615,4,15,15-Apr-1615 00:00:00,0,0,0
590002,1615,5,15,15-May-1615 00:00:00,0,0,0
590033,1615,6,15,15-Jun-1615 00:00:00,0,0,0
590063,1615,7,15,15-Jul-1615 00:00:00,0,0,0
590094,1615,8,15,15-Aug-1615 00:00:00,0,0,0
590125,1615,9,15,15-Sep-1615 00:00:00,0,0,0
590155,1615,10,15,15-Oct-1615 00:00:00,0,0,0
590186,1615,11,15,15-Nov-1615 00:00:00,0,0,0
590216,1615,12,15,15-Dec-1615 00:00:00,0,0,0
590247,1616,1,15,15-Jan-1616 00:00:00,0,0,0
590278,1616,2,15,15-Feb-1616 00:00:00,0,0,0
590307,1616,3,15,15-Mar-1616 00:00:00,0,0,0
590338,1616,4,15,15-Apr-1616 00:00:00,0,0,0
590368,1616,5,15,15-May-1616 00:00:00,0,0,0
590399,1616,6,15,15-Jun-1616 00:00:00,0,0,0
590429,1616,7,15,15-Jul-1616 00:00:00,0,0,0
590460,1616,8,15,15-Aug-1616 00:00:00,0,0,0
590491,1616,9,15,15-Sep-1616 00:00:00,0,0,0
590521,1616,10,15,15-Oct-1616 00:00:00,0,0,0
590552,1616,11,15,15-Nov-1616 00:00:00,0,0,0
590582,1616,12,15,15-Dec-1616 00:00:00,0,0,0
590613,1617,1,15,15-Jan-1617 00:00:00,0,0,0
590644,1617,2,15,15-Feb-1617 00:00:00,0,0,0
590672,1617,3,15,15-Mar-1617 00:00:00,0,0,0
590703,1617,4,15,15-Apr-1617 00:00:00,0,0,0
590733,1617,5,15,15-May-1617 00:00:00,0,0,0
590764,1617,6,15,15-Jun-1617 00:00:00,0,0,0
590794,1617,7,15,15-Jul-1617 00:00:00,0,0,0
590825,1617,8,15,15-Aug-1617 00:00:00,0,0,0
590856,1617,9,15,15-Sep-1617 00:00:00,0,0,0
590886,1617,10,15,15-Oct-1617 00:00:00,0,0,0
590917,1617,11,15,15-Nov-1617 00:00:00,0,0,0
590947,1617,12,15,15-Dec-1617 00:00:00,0,0,0
590978,1618,1,15,15-Jan-1618 00:00:00,0,0,0
591009,1618,2,15,15-Feb-1618 00:00:00,0,0,0
591037,1618,3,15,15-Mar-1618 00:00:00,0,0,0
591068,1618,4,15,15-Apr-1618 00:00:00,0,0,0
591098,1618,5,15,15-May-1618 00:00:00,0,0,0
591129,1618,6,15,15-Jun-1618 00:00:00,0,0,0
591159,1618,7,15,15-Jul-1618 00:00:00,0,0,0
591190,1618,8,15,15-Aug-1618 00:00:00,0,0,0
591221,1618,9,15,15-Sep-1618 00:00:00,0,0,0
591251,1618,10,15,15-Oct-1618 00:00:00,0,0,0
591282,1618,11,15,15-Nov-1618 00:00:00,0,0,0
591312,1618,12,15,15-Dec-1618 00:00:00,0,0,0
591343,1619,1,15,15-Jan-1619 00:00:00,0,0,0
591374,1619,2,15,15-Feb-1619 00:00:00,0,0,0
591402,1619,3,15,15-Mar-1619 00:00:00,0,0,0
591433,1619,4,15,15-Apr-1619 00:00:00,0,0,0
591463,1619,5,15,15-May-1619 00:00:00,0,0,0
591494,1619,6,15,15-Jun-1619 00:00:00,0,0,0
591524,1619,7,15,15-Jul-1619 00:00:00,0,0,0
591555,1619,8,15,15-Aug-1619 00:00:00,0,0,0
591586,1619,9,15,15-Sep-1619 00:00:00,0,0,0
591616,1619,10,15,15-Oct-1619 00:00:00,0,0,0
591647,1619,11,15,15-Nov-1619 00:00:00,0,0,0
591677,1619,12,15,15-Dec-1619 00:00:00,0,0,0
591708,1620,1,15,15-Jan-1620 00:00:00,0,0,0
591739,1620,2,15,15-Feb-1620 00:00:00,0,0,0
591768,1620,3,15,15-Mar-1620 00:00:00,0,0,0
591799,1620,4,15,15-Apr-1620 00:00:00,0,0,0
591829,1620,5,15,15-May-1620 00:00:00,0,0,0
591860,1620,6,15,15-Jun-1620 00:00:00,0,0,0
591890,1620,7,15,15-Jul-1620 00:00:00,0,0,0
591921,1620,8,15,15-Aug-1620 00:00:00,0,0,0
591952,1620,9,15,15-Sep-1620 00:00:00,0,0,0
591982,1620,10,15,15-Oct-1620 00:00:00,0,0,0
592013,1620,11,15,15-Nov-1620 00:00:00,0,0,0
592043,1620,12,15,15-Dec-1620 00:00:00,0,0,0
592074,1621,1,15,15-Jan-1621 00:00:00,0,0,0
592105,1621,2,15,15-Feb-1621 00:00:00,0,0,0
592133,1621,3,15,15-Mar-1621 00:00:00,0,0,0
592164,1621,4,15,15-Apr-1621 00:00:00,0,0,0
592194,1621,5,15,15-May-1621 00:00:00,0,0,0
592225,1621,6,15,15-Jun-1621 00:00:00,0,0,0
592255,1621,7,15,15-Jul-1621 00:00:00,0,0,0
592286,1621,8,15,15-Aug-1621 00:00:00,0,0,0
592317,1621,9,15,15-Sep-1621 00:00:00,0,0,0
592347,1621,10,15,15-Oct-1621 00:00:00,0,0,0
592378,1621,11,15,15-Nov-1621 00:00:00,0,0,0
592408,1621,12,15,15-Dec-1621 00:00:00,0,0,0
592439,1622,1,15,15-Jan-1622 00:00:00,0,0,0
592470,1622,2,15,15-Feb-1622 00:00:00,0,0,0
592498,1622,3,15,15-Mar-1622 00:00:00,0,0,0
592529,1622,4,15,15-Apr-1622 00:00:00,0,0,0
592559,1622,5,15,15-May-1622 00:00:00,0,0,0
592590,1622,6,15,15-Jun-1622 00:00:00,0,0,0
592620,1622,7,15,15-Jul-1622 00:00:00,0,0,0
592651,1622,8,15,15-Aug-1622 00:00:00,0,0,0
592682,1622,9,15,15-Sep-1622 00:00:00,0,0,0
592712,1622,10,15,15-Oct-1622 00:00:00,0,0,0
592743,1622,11,15,15-Nov-1622 00:00:00,0,0,0
592773,1622,12,15,15-Dec-1622 00:00:00,0,0,0
592804,1623,1,15,15-Jan-1623 00:00:00,0,0,0
592835,1623,2,15,15-Feb-1623 00:00:00,0,0,0
592863,1623,3,15,15-Mar-1623 00:00:00,0,0,0
592894,1623,4,15,15-Apr-1623 00:00:00,0,0,0
592924,1623,5,15,15-May-1623 00:00:00,0,0,0
592955,1623,6,15,15-Jun-1623 00:00:00,0,0,0
592985,1623,7,15,15-Jul-1623 00:00:00,0,0,0
593016,1623,8,15,15-Aug-1623 00:00:00,0,0,0
593047,1623,9,15,15-Sep-1623 00:00:00,0,0,0
593077,1623,10,15,15-Oct-1623 00:00:00,0,0,0
593108,1623,11,15,15-Nov-1623 00:00:00,0,0,0
593138,1623,12,15,15-Dec-1623 00:00:00,0,0,0
593169,1624,1,15,15-Jan-1624 00:00:00,0,0,0
593200,1624,2,15,15-Feb-1624 00:00:00,0,0,0
593229,1624,3,15,15-Mar-1624 00:00:00,0,0,0
593260,1624,4,15,15-Apr-1624 00:00:00,0,0,0
593290,1624,5,15,15-May-1624 00:00:00,0,0,0
593321,1624,6,15,15-Jun-1624 00:00:00,0,0,0
593351,1624,7,15,15-Jul-1624 00:00:00,0,0,0
593382,1624,8,15,15-Aug-1624 00:00:00,0,0,0
593413,1624,9,15,15-Sep-1624 00:00:00,0,0,0
593443,1624,10,15,15-Oct-1624 00:00:00,0,0,0
593474,1624,11,15,15-Nov-1624 00:00:00,0,0,0
593504,1624,12,15,15-Dec-1624 00:00:00,0,0,0
593535,1625,1,15,15-Jan-1625 00:00:00,0,0,0
593566,1625,2,15,15-Feb-1625 00:00:00,0,0,0
593594,1625,3,15,15-Mar-1625 00:00:00,0,0,0
593625,1625,4,15,15-Apr-1625 00:00:00,0,0,0
593655,1625,5,15,15-May-1625 00:00:00,0,0,0
593686,1625,6,15,15-Jun-1625 00:00:00,0,0,0
593716,1625,7,15,15-Jul-1625 00:00:00,0,0,0
593747,1625,8,15,15-Aug-1625 00:00:00,0,0,0
593778,1625,9,15,15-Sep-1625 00:00:00,0,0,0
593808,1625,10,15,15-Oct-1625 00:00:00,0,0,0
593839,1625,11,15,15-Nov-1625 00:00:00,0,0,0
593869,1625,12,15,15-Dec-1625 00:00:00,0,0,0
593900,1626,1,15,15-Jan-1626 00:00:00,0,0,0
593931,1626,2,15,15-Feb-1626 00:00:00,0,0,0
593959,1626,3,15,15-Mar-1626 00:00:00,0,0,0
593990,1626,4,15,15-Apr-1626 00:00:00,0,0,0
594020,1626,5,15,15-May-1626 00:00:00,0,0,0
594051,1626,6,15,15-Jun-1626 00:00:00,0,0,0
594081,1626,7,15,15-Jul-1626 00:00:00,0,0,0
594112,1626,8,15,15-Aug-1626 00:00:00,0,0,0
594143,1626,9,15,15-Sep-1626 00:00:00,0,0,0
594173,1626,10,15,15-Oct-1626 00:00:00,0,0,0
594204,1626,11,15,15-Nov-1626 00:00:00,0,0,0
594234,1626,12,15,15-Dec-1626 00:00:00,0,0,0
594265,1627,1,15,15-Jan-1627 00:00:00,0,0,0
594296,1627,2,15,15-Feb-1627 00:00:00,0,0,0
594324,1627,3,15,15-Mar-1627 00:00:00,0,0,0
594355,1627,4,15,15-Apr-1627 00:00:00,0,0,0
594385,1627,5,15,15-May-1627 00:00:00,0,0,0
594416,1627,6,15,15-Jun-1627 00:00:00,0,0,0
594446,1627,7,15,15-Jul-1627 00:00:00,0,0,0
594477,1627,8,15,15-Aug-1627 00:00:00,0,0,0
594508,1627,9,15,15-Sep-1627 00:00:00,0,0,0
594538,1627,10,15,15-Oct-1627 00:00:00,0,0,0
594569,1627,11,15,15-Nov-1627 00:00:00,0,0,0
594599,1627,12,15,15-Dec-1627 00:00:00,0,0,0
594630,1628,1,15,15-Jan-1628 00:00:00,0,0,0
594661,1628,2,15,15-Feb-1628 00:00:00,0,0,0
594690,1628,3,15,15-Mar-1628 00:00:00,0,0,0
594721,1628,4,15,15-Apr-1628 00:00:00,0,0,0
594751,1628,5,15,15-May-1628 00:00:00,0,0,0
594782,1628,6,15,15-Jun-1628 00:00:00,0,0,0
594812,1628,7,15,15-Jul-1628 00:00:00,0,0,0
594843,1628,8,15,15-Aug-1628 00:00:00,0,0,0
594874,1628,9,15,15-Sep-1628 00:00:00,0,0,0
594904,1628,10,15,15-Oct-1628 00:00:00,0,0,0
594935,1628,11,15,15-Nov-1628 00:00:00,0,0,0
594965,1628,12,15,15-Dec-1628 00:00:00,0,0,0
594996,1629,1,15,15-Jan-1629 00:00:00,0,0,0
595027,1629,2,15,15-Feb-1629 00:00:00,0,0,0
595055,1629,3,15,15-Mar-1629 00:00:00,0,0,0
595086,1629,4,15,15-Apr-1629 00:00:00,0,0,0
595116,1629,5,15,15-May-1629 00:00:00,0,0,0
595147,1629,6,15,15-Jun-1629 00:00:00,0,0,0
595177,1629,7,15,15-Jul-1629 00:00:00,0,0,0
595208,1629,8,15,15-Aug-1629 00:00:00,0,0,0
595239,1629,9,15,15-Sep-1629 00:00:00,0,0,0
595269,1629,10,15,15-Oct-1629 00:00:00,0,0,0
595300,1629,11,15,15-Nov-1629 00:00:00,0,0,0
595330,1629,12,15,15-Dec-1629 00:00:00,0,0,0
595361,1630,1,15,15-Jan-1630 00:00:00,0,0,0
595392,1630,2,15,15-Feb-1630 00:00:00,0,0,0
595420,1630,3,15,15-Mar-1630 00:00:00,0,0,0
595451,1630,4,15,15-Apr-1630 00:00:00,0,0,0
595481,1630,5,15,15-May-1630 00:00:00,0,0,0
595512,1630,6,15,15-Jun-1630 00:00:00,0,0,0
595542,1630,7,15,15-Jul-1630 00:00:00,0,0,0
595573,1630,8,15,15-Aug-1630 00:00:00,0,0,0
595604,1630,9,15,15-Sep-1630 00:00:00,0,0,0
595634,1630,10,15,15-Oct-1630 00:00:00,0,0,0
595665,1630,11,15,15-Nov-1630 00:00:00,0,0,0
595695,1630,12,15,15-Dec-1630 00:00:00,0,0,0
595726,1631,1,15,15-Jan-1631 00:00:00,0,0,0
595757,1631,2,15,15-Feb-1631 00:00:00,0,0,0
595785,1631,3,15,15-Mar-1631 00:00:00,0,0,0
595816,1631,4,15,15-Apr-1631 00:00:00,0,0,0
595846,1631,5,15,15-May-1631 00:00:00,0,0,0
595877,1631,6,15,15-Jun-1631 00:00:00,0,0,0
595907,1631,7,15,15-Jul-1631 00:00:00,0,0,0
595938,1631,8,15,15-Aug-1631 00:00:00,0,0,0
595969,1631,9,15,15-Sep-1631 00:00:00,0,0,0
595999,1631,10,15,15-Oct-1631 00:00:00,0,0,0
596030,1631,11,15,15-Nov-1631 00:00:00,0,0,0
596060,1631,12,15,15-Dec-1631 00:00:00,0,0,0
596091,1632,1,15,15-Jan-1632 00:00:00,0,0,0
596122,1632,2,15,15-Feb-1632 00:00:00,0,0,0
596151,1632,3,15,15-Mar-1632 00:00:00,0,0,0
596182,1632,4,15,15-Apr-1632 00:00:00,0,0,0
596212,1632,5,15,15-May-1632 00:00:00,0,0,0
596243,1632,6,15,15-Jun-1632 00:00:00,0,0,0
596273,1632,7,15,15-Jul-1632 00:00:00,0,0,0
596304,1632,8,15,15-Aug-1632 00:00:00,0,0,0
596335,1632,9,15,15-Sep-1632 00:00:00,0,0,0
596365,1632,10,15,15-Oct-1632 00:00:00,0,0,0
596396,1632,11,15,15-Nov-1632 00:00:00,0,0,0
596426,1632,12,15,15-Dec-1632 00:00:00,0,0,0
596457,1633,1,15,15-Jan-1633 00:00:00,0,0,0
596488,1633,2,15,15-Feb-1633 00:00:00,0,0,0
596516,1633,3,15,15-Mar-1633 00:00:00,0,0,0
596547,1633,4,15,15-Apr-1633 00:00:00,0,0,0
596577,1633,5,15,15-May-1633 00:00:00,0,0,0
596608,1633,6,15,15-Jun-1633 00:00:00,0,0,0
596638,1633,7,15,15-Jul-1633 00:00:00,0,0,0
596669,1633,8,15,15-Aug-1633 00:00:00,0,0,0
596700,1633,9,15,15-Sep-1633 00:00:00,0,0,0
596730,1633,10,15,15-Oct-1633 00:00:00,0,0,0
596761,1633,11,15,15-Nov-1633 00:00:00,0,0,0
596791,1633,12,15,15-Dec-1633 00:00:00,0,0,0
596822,1634,1,15,15-Jan-1634 00:00:00,0,0,0
596853,1634,2,15,15-Feb-1634 00:00:00,0,0,0
596881,1634,3,15,15-Mar-1634 00:00:00,0,0,0
596912,1634,4,15,15-Apr-1634 00:00:00,0,0,0
596942,1634,5,15,15-May-1634 00:00:00,0,0,0
596973,1634,6,15,15-Jun-1634 00:00:00,0,0,0
597003,1634,7,15,15-Jul-1634 00:00:00,0,0,0
597034,1634,8,15,15-Aug-1634 00:00:00,0,0,0
597065,1634,9,15,15-Sep-1634 00:00:00,0,0,0
597095,1634,10,15,15-Oct-1634 00:00:00,0,0,0
597126,1634,11,15,15-Nov-1634 00:00:00,0,0,0
597156,1634,12,15,15-Dec-1634 00:00:00,0,0,0
597187,1635,1,15,15-Jan-1635 00:00:00,0,0,0
597218,1635,2,15,15-Feb-1635 00:00:00,0,0,0
597246,1635,3,15,15-Mar-1635 00:00:00,0,0,0
597277,1635,4,15,15-Apr-1635 00:00:00,0,0,0
597307,1635,5,15,15-May-1635 00:00:00,0,0,0
597338,1635,6,15,15-Jun-1635 00:00:00,0,0,0
597368,1635,7,15,15-Jul-1635 00:00:00,0,0,0
597399,1635,8,15,15-Aug-1635 00:00:00,0,0,0
597430,1635,9,15,15-Sep-1635 00:00:00,0,0,0
597460,1635,10,15,15-Oct-1635 00:00:00,0,0,0
597491,1635,11,15,15-Nov-1635 00:00:00,0,0,0
597521,1635,12,15,15-Dec-1635 00:00:00,0,0,0
597552,1636,1,15,15-Jan-1636 00:00:00,0,0,0
597583,1636,2,15,15-Feb-1636 00:00:00,0,0,0
597612,1636,3,15,15-Mar-1636 00:00:00,0,0,0
597643,1636,4,15,15-Apr-1636 00:00:00,0,0,0
597673,1636,5,15,15-May-1636 00:00:00,0,0,0
597704,1636,6,15,15-Jun-1636 00:00:00,0,0,0
597734,1636,7,15,15-Jul-1636 00:00:00,0,0,0
597765,1636,8,15,15-Aug-1636 00:00:00,0,0,0
597796,1636,9,15,15-Sep-1636 00:00:00,0,0,0
597826,1636,10,15,15-Oct-1636 00:00:00,0,0,0
597857,1636,11,15,15-Nov-1636 00:00:00,0,0,0
597887,1636,12,15,15-Dec-1636 00:00:00,0,0,0
597918,1637,1,15,15-Jan-1637 00:00:00,0,0,0
597949,1637,2,15,15-Feb-1637 00:00:00,0,0,0
597977,1637,3,15,15-Mar-1637 00:00:00,0,0,0
598008,1637,4,15,15-Apr-1637 00:00:00,0,0,0
598038,1637,5,15,15-May-1637 00:00:00,0,0,0
598069,1637,6,15,15-Jun-1637 00:00:00,0,0,0
598099,1637,7,15,15-Jul-1637 00:00:00,0,0,0
598130,1637,8,15,15-Aug-1637 00:00:00,0,0,0
598161,1637,9,15,15-Sep-1637 00:00:00,0,0,0
598191,1637,10,15,15-Oct-1637 00:00:00,0,0,0
598222,1637,11,15,15-Nov-1637 00:00:00,0,0,0
598252,1637,12,15,15-Dec-1637 00:00:00,0,0,0
598283,1638,1,15,15-Jan-1638 00:00:00,0,0,0
598314,1638,2,15,15-Feb-1638 00:00:00,0,0,0
598342,1638,3,15,15-Mar-1638 00:00:00,0,0,0
598373,1638,4,15,15-Apr-1638 00:00:00,0,0,0
598403,1638,5,15,15-May-1638 00:00:00,0,0,0
598434,1638,6,15,15-Jun-1638 00:00:00,0,0,0
598464,1638,7,15,15-Jul-1638 00:00:00,0,0,0
598495,1638,8,15,15-Aug-1638 00:00:00,0,0,0
598526,1638,9,15,15-Sep-1638 00:00:00,0,0,0
598556,1638,10,15,15-Oct-1638 00:00:00,0,0,0
598587,1638,11,15,15-Nov-1638 00:00:00,0,0,0
598617,1638,12,15,15-Dec-1638 00:00:00,0,0,0
598648,1639,1,15,15-Jan-1639 00:00:00,0,0,0
598679,1639,2,15,15-Feb-1639 00:00:00,0,0,0
598707,1639,3,15,15-Mar-1639 00:00:00,0,0,0
598738,1639,4,15,15-Apr-1639 00:00:00,0,0,0
598768,1639,5,15,15-May-1639 00:00:00,0,0,0
598799,1639,6,15,15-Jun-1639 00:00:00,0,0,0
598829,1639,7,15,15-Jul-1639 00:00:00,0,0,0
598860,1639,8,15,15-Aug-1639 00:00:00,0,0,0
598891,1639,9,15,15-Sep-1639 00:00:00,0,0,0
598921,1639,10,15,15-Oct-1639 00:00:00,0,0,0
598952,1639,11,15,15-Nov-1639 00:00:00,0,0,0
598982,1639,12,15,15-Dec-1639 00:00:00,0,0,0
599013,1640,1,15,15-Jan-1640 00:00:00,0,0,0
599044,1640,2,15,15-Feb-1640 00:00:00,0,0,0
599073,1640,3,15,15-Mar-1640 00:00:00,0,0,0
599104,1640,4,15,15-Apr-1640 00:00:00,0,0,0
599134,1640,5,15,15-May-1640 00:00:00,0,0,0
599165,1640,6,15,15-Jun-1640 00:00:00,0,0,0
599195,1640,7,15,15-Jul-1640 00:00:00,0,0,0
599226,1640,8,15,15-Aug-1640 00:00:00,0,0,0
599257,1640,9,15,15-Sep-1640 00:00:00,0,0,0
599287,1640,10,15,15-Oct-1640 00:00:00,0,0,0
599318,1640,11,15,15-Nov-1640 00:00:00,0,0,0
599348,1640,12,15,15-Dec-1640 00:00:00,0,0,0
599379,1641,1,15,15-Jan-1641 00:00:00,0,0,0
599410,1641,2,15,15-Feb-1641 00:00:00,0,0,0
599438,1641,3,15,15-Mar-1641 00:00:00,0,0,0
599469,1641,4,15,15-Apr-1641 00:00:00,0,0,0
599499,1641,5,15,15-May-1641 00:00:00,0,0,0
599530,1641,6,15,15-Jun-1641 00:00:00,0,0,0
599560,1641,7,15,15-Jul-1641 00:00:00,0,0,0
599591,1641,8,15,15-Aug-1641 00:00:00,0,0,0
599622,1641,9,15,15-Sep-1641 00:00:00,0,0,0
599652,1641,10,15,15-Oct-1641 00:00:00,0,0,0
599683,1641,11,15,15-Nov-1641 00:00:00,0,0,0
599713,1641,12,15,15-Dec-1641 00:00:00,0,0,0
599744,1642,1,15,15-Jan-1642 00:00:00,0,0,0
599775,1642,2,15,15-Feb-1642 00:00:00,0,0,0
599803,1642,3,15,15-Mar-1642 00:00:00,0,0,0
599834,1642,4,15,15-Apr-1642 00:00:00,0,0,0
599864,1642,5,15,15-May-1642 00:00:00,0,0,0
599895,1642,6,15,15-Jun-1642 00:00:00,0,0,0
599925,1642,7,15,15-Jul-1642 00:00:00,0,0,0
599956,1642,8,15,15-Aug-1642 00:00:00,0,0,0
599987,1642,9,15,15-Sep-1642 00:00:00,0,0,0
600017,1642,10,15,15-Oct-1642 00:00:00,0,0,0
600048,1642,11,15,15-Nov-1642 00:00:00,0,0,0
600078,1642,12,15,15-Dec-1642 00:00:00,0,0,0
600109,1643,1,15,15-Jan-1643 00:00:00,0,0,0
600140,1643,2,15,15-Feb-1643 00:00:00,0,0,0
600168,1643,3,15,15-Mar-1643 00:00:00,0,0,0
600199,1643,4,15,15-Apr-1643 00:00:00,0,0,0
600229,1643,5,15,15-May-1643 00:00:00,0,0,0
600260,1643,6,15,15-Jun-1643 00:00:00,0,0,0
600290,1643,7,15,15-Jul-1643 00:00:00,0,0,0
600321,1643,8,15,15-Aug-1643 00:00:00,0,0,0
600352,1643,9,15,15-Sep-1643 00:00:00,0,0,0
600382,1643,10,15,15-Oct-1643 00:00:00,0,0,0
600413,1643,11,15,15-Nov-1643 00:00:00,0,0,0
600443,1643,12,15,15-Dec-1643 00:00:00,0,0,0
600474,1644,1,15,15-Jan-1644 00:00:00,0,0,0
600505,1644,2,15,15-Feb-1644 00:00:00,0,0,0
600534,1644,3,15,15-Mar-1644 00:00:00,0,0,0
600565,1644,4,15,15-Apr-1644 00:00:00,0,0,0
600595,1644,5,15,15-May-1644 00:00:00,0,0,0
600626,1644,6,15,15-Jun-1644 00:00:00,0,0,0
600656,1644,7,15,15-Jul-1644 00:00:00,0,0,0
600687,1644,8,15,15-Aug-1644 00:00:00,0,0,0
600718,1644,9,15,15-Sep-1644 00:00:00,0,0,0
600748,1644,10,15,15-Oct-1644 00:00:00,0,0,0
600779,1644,11,15,15-Nov-1644 00:00:00,0,0,0
600809,1644,12,15,15-Dec-1644 00:00:00,0,0,0
600840,1645,1,15,15-Jan-1645 00:00:00,0,0,0
600871,1645,2,15,15-Feb-1645 00:00:00,0,0,0
600899,1645,3,15,15-Mar-1645 00:00:00,0,0,0
600930,1645,4,15,15-Apr-1645 00:00:00,0,0,0
600960,1645,5,15,15-May-1645 00:00:00,0,0,0
600991,1645,6,15,15-Jun-1645 00:00:00,0,0,0
601021,1645,7,15,15-Jul-1645 00:00:00,0,0,0
601052,1645,8,15,15-Aug-1645 00:00:00,0,0,0
601083,1645,9,15,15-Sep-1645 00:00:00,0,0,0
601113,1645,10,15,15-Oct-1645 00:00:00,0,0,0
601144,1645,11,15,15-Nov-1645 00:00:00,0,0,0
601174,1645,12,15,15-Dec-1645 00:00:00,0,0,0
601205,1646,1,15,15-Jan-1646 00:00:00,0,0,0
601236,1646,2,15,15-Feb-1646 00:00:00,0,0,0
601264,1646,3,15,15-Mar-1646 00:00:00,0,0,0
601295,1646,4,15,15-Apr-1646 00:00:00,0,0,0
601325,1646,5,15,15-May-1646 00:00:00,0,0,0
601356,1646,6,15,15-Jun-1646 00:00:00,0,0,0
601386,1646,7,15,15-Jul-1646 00:00:00,0,0,0
601417,1646,8,15,15-Aug-1646 00:00:00,0,0,0
601448,1646,9,15,15-Sep-1646 00:00:00,0,0,0
601478,1646,10,15,15-Oct-1646 00:00:00,0,0,0
601509,1646,11,15,15-Nov-1646 00:00:00,0,0,0
601539,1646,12,15,15-Dec-1646 00:00:00,0,0,0
601570,1647,1,15,15-Jan-1647 00:00:00,0,0,0
601601,1647,2,15,15-Feb-1647 00:00:00,0,0,0
601629,1647,3,15,15-Mar-1647 00:00:00,0,0,0
601660,1647,4,15,15-Apr-1647 00:00:00,0,0,0
601690,1647,5,15,15-May-1647 00:00:00,0,0,0
601721,1647,6,15,15-Jun-1647 00:00:00,0,0,0
601751,1647,7,15,15-Jul-1647 00:00:00,0,0,0
601782,1647,8,15,15-Aug-1647 00:00:00,0,0,0
601813,1647,9,15,15-Sep-1647 00:00:00,0,0,0
601843,1647,10,15,15-Oct-1647 00:00:00,0,0,0
601874,1647,11,15,15-Nov-1647 00:00:00,0,0,0
601904,1647,12,15,15-Dec-1647 00:00:00,0,0,0
