STATEFIPS,STATE,zipcode,agi_stub,N1,mars1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,n21020,a21020,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
50,VT,05086,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05089,1,770,570,110,80,280,950,190,110,30,80,0,40,110,280,8714,770,8867,520,5823,200,107,90,203,80,124,0,0,100,730,70,68,90,392,180,1413,20,0,0,50,75,0,0,110,153,0,0,0,0,40,78,0,0,30,24,0,0,0,0,50,800,558,30,465,20,11,20,8,30,110,0,0,40,171,0,0,0,0,0,0,0,0,0,0,30,34,30,117,0,0,300,1958,300,205,0,0,0,0,80,23,20,0,0,0,0,0,40,5,20,7,0,0,80,108,40,135,40,133,0,0,640,1176,210,397,180,356,100,104,0,0,30,16,270,183,320,300,0,0,0,0,60,60,600,927
50,VT,05089,2,610,360,130,90,220,970,230,0,0,0,0,0,130,150,21982,610,22308,520,17988,150,69,70,178,70,134,70,33,70,740,60,179,60,566,100,1720,0,40,130,110,727,40,62,160,326,30,6,0,0,0,0,0,0,80,104,0,0,0,0,90,1079,3353,40,254,80,111,0,0,80,282,40,9,90,409,80,348,0,0,0,0,0,0,0,0,40,61,0,0,0,0,590,12608,590,1574,0,0,60,43,200,156,0,0,40,21,50,57,100,20,110,97,0,0,60,130,40,154,50,213,50,30,600,2611,100,206,80,172,80,97,30,30,0,0,530,1417,550,1578,0,0,0,0,90,117,510,1127
50,VT,05089,3,350,130,180,40,160,710,170,0,0,0,0,0,50,120,21552,350,21885,320,17307,130,40,70,273,70,214,60,32,60,807,50,141,50,545,80,1547,0,30,79,80,1139,0,0,130,333,0,0,0,0,0,0,50,192,60,56,0,0,0,0,110,1541,6633,0,0,110,244,0,0,100,448,0,0,110,705,90,467,0,0,0,0,50,54,0,0,60,119,20,143,0,0,350,14519,350,2028,0,0,0,0,150,204,40,2,0,0,0,0,30,6,80,128,40,30,50,147,0,0,0,0,20,18,350,2602,0,0,0,0,0,0,0,0,0,0,340,1824,340,2002,0,0,0,0,70,171,270,750
50,VT,05089,4,180,20,150,0,90,460,130,0,0,0,0,0,30,60,15823,180,16043,160,12440,80,41,50,240,50,176,50,30,30,652,50,319,30,322,40,1183,0,0,0,40,723,0,0,70,220,20,6,0,0,20,186,0,0,40,40,0,0,0,0,70,1278,6287,20,424,70,264,0,0,70,368,0,0,70,634,60,349,0,0,0,0,0,0,0,0,40,85,0,0,0,0,180,11350,180,1582,0,0,0,0,90,152,0,0,20,15,30,45,0,0,50,90,30,65,20,77,0,0,0,0,0,0,180,1895,0,0,0,0,0,0,20,22,0,0,180,1430,180,1521,0,0,0,0,40,84,140,448
50,VT,05089,5,200,30,170,0,110,520,150,0,0,0,0,0,0,100,25539,200,25868,170,18430,100,165,70,1013,60,866,90,117,50,452,60,1098,40,1020,70,1933,0,0,0,60,1296,40,2646,90,329,0,0,0,0,0,0,0,0,40,47,0,0,0,0,150,3561,19628,0,0,140,853,0,0,140,927,20,10,150,1820,110,676,0,0,0,0,0,0,0,0,110,345,30,419,0,0,200,19265,200,3132,0,0,0,0,120,237,40,21,30,15,0,0,0,0,60,76,0,0,50,164,0,0,0,0,0,0,200,3413,0,0,0,0,0,0,0,0,0,0,190,2930,200,3031,0,0,0,0,60,301,140,716
50,VT,05089,6,40,0,30,0,30,100,30,0,0,0,0,0,0,0,18401,40,18617,30,7164,30,91,20,1455,20,1286,0,0,0,0,20,3094,0,0,0,0,0,0,0,0,0,0,0,20,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1843,17576,0,0,40,1303,0,0,40,495,0,0,40,1800,30,204,0,0,0,0,0,0,0,0,30,298,0,0,0,0,40,15101,40,3705,30,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4206,0,0,0,0,0,0,0,0,0,0,40,3599,40,3895,0,0,20,102,20,528,0,0
50,VT,05091,1,580,450,90,40,250,620,90,60,0,60,0,0,50,220,6576,580,6908,370,3898,150,91,150,456,130,317,0,0,140,998,120,127,70,460,100,786,0,30,87,40,100,20,-24,160,332,20,4,0,0,30,93,0,0,40,40,0,0,0,0,70,1551,987,50,677,0,0,60,26,60,288,0,0,70,383,30,253,0,0,0,0,0,0,0,0,40,65,30,110,0,0,250,1438,240,148,0,0,0,0,70,18,0,0,20,8,0,0,20,6,0,0,0,0,120,167,40,205,50,213,0,0,450,794,110,187,80,151,30,41,40,36,50,60,210,130,290,317,0,0,0,0,110,101,380,546
50,VT,05091,2,400,270,90,60,190,590,100,0,0,0,0,0,60,130,14779,400,15282,320,10195,120,140,110,713,110,528,40,17,90,1526,90,195,60,526,60,910,0,0,0,90,666,30,165,150,503,0,0,0,0,30,136,0,0,70,84,0,0,0,0,90,1793,3407,50,549,90,220,0,0,80,389,20,5,90,599,60,371,0,0,0,0,0,0,0,0,70,135,30,125,0,0,390,8337,370,1012,0,0,40,27,120,97,50,6,0,0,40,37,40,9,50,40,0,0,80,239,60,250,50,205,40,23,390,1677,50,83,30,60,30,44,0,0,0,0,350,916,370,1170,0,0,0,0,80,192,300,626
50,VT,05091,3,220,100,90,0,130,380,80,0,0,0,0,0,20,110,13414,220,13817,170,7778,100,53,80,772,80,571,60,32,60,1180,70,280,50,609,60,1212,0,20,80,80,1240,20,366,100,403,0,0,0,0,40,235,40,169,30,29,0,0,0,0,100,2084,6348,40,524,90,254,20,17,90,513,0,0,100,781,60,374,0,0,0,0,20,27,0,0,80,239,30,130,0,0,220,8745,210,1195,0,0,20,31,80,78,30,2,0,0,30,37,0,0,30,41,0,0,50,193,0,0,30,92,0,0,200,1477,0,0,0,0,0,0,20,22,0,0,200,1118,210,1327,0,0,0,0,70,207,130,319
50,VT,05091,4,170,50,100,20,100,350,70,0,0,0,0,0,0,100,14778,170,15074,130,8534,90,86,90,878,80,694,60,43,50,590,80,890,50,805,50,1576,0,0,0,70,1362,30,205,70,296,30,8,0,0,0,0,0,0,20,29,0,0,0,0,100,2792,9127,30,660,100,346,0,0,100,767,0,0,100,1130,70,576,0,0,30,6,0,0,20,89,80,250,20,137,0,0,160,10041,160,1399,0,0,0,0,80,85,40,6,0,0,0,0,0,0,20,36,0,0,40,129,0,0,0,0,0,0,170,1679,0,0,0,0,0,0,0,0,0,0,160,1314,170,1477,0,0,0,0,50,177,100,311
50,VT,05091,5,280,50,220,0,170,710,210,0,0,0,0,0,0,150,37925,280,38714,210,21367,180,445,150,2535,150,2107,100,141,80,1083,140,2327,80,2596,90,4274,0,0,0,100,2445,50,1131,140,789,0,0,0,0,30,288,40,261,40,52,0,0,0,0,230,7274,32167,50,791,220,1411,0,0,220,2073,40,14,230,3566,170,1426,0,0,0,0,0,0,0,0,200,780,70,680,0,0,280,27275,270,4451,0,0,0,0,150,193,70,16,30,17,30,45,0,0,40,63,40,64,60,198,0,0,0,0,0,0,270,4778,0,0,0,0,0,0,30,28,0,0,270,4258,270,4450,0,0,0,0,100,594,150,655
50,VT,05091,6,140,20,110,0,120,340,90,0,0,0,0,0,0,80,70277,140,71424,110,25478,120,1328,110,10338,110,9437,40,262,40,1902,110,18956,40,2323,40,1878,0,0,0,50,1230,70,5697,70,1147,0,0,0,0,30,262,0,0,0,0,0,0,0,0,140,15232,68341,0,0,130,4415,0,0,130,2006,0,0,140,6448,90,1129,0,0,0,0,0,0,20,499,130,5409,40,1416,0,0,140,54380,140,13807,110,1092,0,0,80,341,70,205,0,0,0,0,0,0,0,0,0,0,40,272,0,0,0,0,0,0,140,14570,0,0,0,0,0,0,0,0,0,0,140,13236,140,14486,40,87,90,818,60,2256,40,566
50,VT,05101,1,870,600,120,130,360,1180,300,110,30,80,0,50,160,260,10212,870,10384,650,7767,140,75,90,165,80,113,0,0,110,695,60,42,80,360,130,984,0,30,108,30,51,20,225,140,172,20,6,0,0,0,0,0,0,30,26,0,0,0,0,30,426,425,40,278,0,0,20,9,30,107,0,0,30,122,20,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,2151,330,226,0,0,0,0,100,31,0,0,0,0,30,27,50,8,30,11,0,0,100,121,30,91,30,83,30,14,760,1669,320,656,260,584,150,173,30,24,30,14,280,195,370,328,0,0,0,0,60,37,710,1362
50,VT,05101,2,550,310,130,100,260,960,290,0,0,0,0,30,140,100,19741,550,20020,500,17069,90,68,60,149,60,110,40,18,60,559,40,52,40,377,70,933,0,30,80,80,460,0,0,130,279,0,0,0,0,50,189,30,121,80,81,0,0,0,0,70,966,2371,0,0,70,71,0,0,50,248,30,19,60,319,40,208,0,0,0,0,0,0,0,0,50,54,40,246,0,0,530,10933,530,1370,0,0,70,44,210,172,0,0,30,16,0,0,90,14,120,121,20,12,40,125,70,202,70,245,60,37,540,2537,120,252,100,207,90,113,0,0,0,0,450,1199,470,1357,0,0,0,0,60,78,470,1225
50,VT,05101,3,260,80,140,30,140,540,140,0,0,0,0,0,50,90,15655,260,15964,230,12090,80,29,60,230,50,185,40,30,30,429,30,71,30,369,60,1101,0,30,117,70,1017,20,604,80,309,0,0,0,0,0,0,0,0,40,34,0,0,0,0,60,914,4005,30,156,60,153,0,0,60,289,0,0,60,456,50,222,0,0,0,0,30,29,0,0,30,57,0,0,0,0,260,10471,260,1463,0,0,0,0,100,112,50,3,0,0,30,37,30,4,60,81,0,0,40,169,0,0,0,0,0,0,250,1909,0,0,0,0,0,0,30,24,0,0,250,1351,250,1490,0,0,0,0,50,120,200,514
50,VT,05101,4,140,40,110,0,60,320,70,0,0,0,0,0,30,50,11887,140,12013,130,8957,50,54,50,148,40,101,20,23,30,357,30,208,20,288,30,941,0,0,0,40,774,0,0,50,126,20,6,0,0,0,0,20,118,30,22,0,0,0,0,50,900,4408,0,0,50,191,0,0,50,226,0,0,50,424,40,210,0,0,0,0,0,0,0,0,30,42,30,273,0,0,140,8570,140,1222,0,0,0,0,50,72,0,0,20,11,0,0,0,0,30,55,0,0,0,0,0,0,0,0,0,0,140,1491,0,0,0,0,0,0,0,0,0,0,140,1150,140,1214,0,0,0,0,30,85,110,304
50,VT,05101,5,120,0,120,0,80,320,100,0,0,0,0,0,0,50,15244,120,15817,130,14287,70,134,60,645,50,272,50,65,40,1849,50,497,20,469,30,962,0,0,0,30,760,20,1398,70,573,0,0,0,0,0,0,0,0,20,27,0,0,0,0,90,1761,11349,0,0,80,480,0,0,80,443,0,0,90,949,80,502,0,0,0,0,0,0,0,0,80,301,0,0,0,0,120,11763,120,1957,0,0,0,0,70,82,30,2,0,0,0,0,0,0,30,41,0,0,30,215,0,0,0,0,0,0,120,2218,0,0,0,0,0,0,0,0,0,0,120,1877,120,1995,0,0,0,0,50,250,80,335
50,VT,05101,6,20,0,0,0,0,60,20,0,0,0,0,0,0,0,8173,20,8173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1020,8173,0,0,20,613,0,0,20,156,0,0,20,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6990,20,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2180,0,0,0,0,0,0,0,0,0,0,20,1970,20,2131,0,0,0,0,0,0,0,0
50,VT,05142,1,130,90,30,30,70,180,40,0,0,0,0,0,20,40,1638,130,1677,90,1345,50,13,0,0,0,0,0,0,30,216,0,0,0,0,20,199,0,30,54,0,0,0,0,30,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,354,50,37,0,0,0,0,0,0,0,0,0,0,0,0,20,3,20,18,0,0,0,0,0,0,20,112,0,0,110,269,60,127,50,111,30,45,0,0,0,0,40,32,60,64,0,0,0,0,20,18,100,207
50,VT,05142,2,80,40,20,0,40,150,40,0,0,0,0,0,30,40,2926,80,3022,70,2274,0,0,40,63,30,34,30,16,0,0,0,0,40,402,30,639,0,0,0,30,259,0,0,40,96,0,0,0,0,0,0,0,0,40,31,0,0,0,0,0,0,0,0,0,30,59,0,0,30,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1588,80,197,0,0,0,0,40,30,0,0,0,0,0,0,0,0,0,0,0,0,30,72,0,0,0,0,0,0,80,353,0,0,0,0,0,0,0,0,0,0,60,172,70,206,0,0,0,0,0,0,70,167
50,VT,05142,3,50,30,30,0,50,120,50,0,0,0,0,0,0,0,3230,50,3230,50,2452,20,9,0,0,0,0,0,0,20,-55,50,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,627,1958,0,0,0,0,0,0,0,0,0,0,40,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2089,50,288,0,0,0,0,20,29,0,0,0,0,0,0,0,0,30,29,0,0,0,0,0,0,0,0,0,0,50,377,0,0,0,0,0,0,0,0,0,0,50,259,50,286,0,0,0,0,20,51,60,168
50,VT,05142,4,30,0,30,0,0,70,0,0,0,0,0,0,0,30,2596,30,2673,20,1569,30,13,20,178,20,131,0,0,0,0,0,0,0,0,20,832,0,0,0,30,643,0,0,20,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1865,30,249,0,0,0,0,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,285,0,0,0,0,0,0,0,0,0,0,30,233,30,243,0,0,0,0,0,0,0,0
50,VT,05142,5,40,0,40,0,20,100,30,0,0,0,0,0,0,0,5982,40,5982,30,3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,663,4093,0,0,30,188,0,0,20,141,0,0,30,356,0,0,0,0,0,0,0,0,0,0,40,82,0,0,0,0,40,4347,40,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,801,0,0,0,0,0,0,0,0,0,0,40,668,40,694,0,0,0,0,0,0,30,122
50,VT,05142,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05143,1,850,590,170,70,360,1060,190,80,0,80,0,0,110,300,9382,850,9625,580,6178,210,104,110,242,100,183,20,8,160,894,90,112,100,644,160,1183,0,30,90,50,102,0,0,170,243,0,0,0,0,0,0,20,104,40,44,0,0,0,0,40,687,633,30,186,30,39,0,0,30,154,0,0,40,231,20,121,0,0,0,0,0,0,0,0,30,33,0,0,0,0,310,1693,310,184,0,0,20,12,80,26,0,0,0,0,0,0,30,9,20,7,0,0,130,162,60,235,60,236,0,0,710,1295,240,423,180,345,90,100,40,31,50,41,260,158,380,335,0,0,0,0,90,58,650,997
50,VT,05143,2,560,280,200,70,280,1030,270,30,0,30,0,30,80,170,20781,560,21188,480,15841,180,172,100,444,90,306,50,19,100,859,90,290,70,513,100,1706,40,50,201,130,792,40,14,150,407,30,6,0,0,50,128,0,0,70,70,0,0,0,0,100,1605,3655,40,422,80,123,40,20,90,432,0,0,100,577,60,278,0,0,0,0,0,0,0,0,60,152,40,191,0,0,540,10894,530,1332,0,0,60,84,200,156,30,1,0,0,40,33,80,18,100,93,30,31,80,196,70,286,60,273,70,49,550,2498,100,182,60,137,80,98,0,0,0,0,460,1176,490,1413,0,0,0,0,70,118,470,1143
50,VT,05143,3,320,100,190,30,160,700,190,0,0,0,0,0,40,120,19640,320,20142,280,14021,120,67,80,295,80,231,60,37,70,1230,60,368,50,584,90,1855,0,30,123,90,1247,30,347,130,502,0,0,0,0,40,202,40,225,50,58,0,0,0,0,120,2033,7169,50,529,110,248,0,0,110,450,40,24,120,728,90,522,0,0,0,0,40,45,0,0,70,142,30,153,0,0,320,12596,310,1686,0,0,0,0,130,205,40,2,40,23,30,53,30,5,70,129,0,0,60,213,0,0,20,102,0,0,310,2224,0,0,0,0,0,0,30,30,0,0,300,1482,310,1714,0,0,0,0,70,163,240,643
50,VT,05143,4,210,30,170,0,110,510,130,0,0,0,0,0,40,70,17830,210,18196,180,13729,100,86,60,437,50,367,60,34,60,1025,50,213,20,385,50,1122,0,0,0,50,976,0,0,100,366,30,8,0,0,0,0,0,0,40,54,0,0,0,0,90,1775,7809,0,0,80,283,0,0,90,502,0,0,90,809,70,450,0,0,0,0,0,0,0,0,60,177,20,172,0,0,210,12521,200,1733,0,0,0,0,90,136,0,0,0,0,0,0,0,0,60,84,30,13,50,185,0,0,0,0,0,0,200,2216,0,0,0,0,0,0,0,0,0,0,200,1597,200,1803,0,0,0,0,50,155,150,526
50,VT,05143,5,240,50,200,0,140,610,190,0,0,0,0,0,0,90,31435,240,32399,200,20106,150,170,110,1075,100,909,110,143,80,2496,90,2048,60,1583,90,3230,0,0,0,80,1965,50,3696,130,964,0,0,0,0,30,229,0,0,30,38,0,0,0,0,170,3869,23321,20,104,170,1049,0,0,160,1019,30,13,170,2106,130,891,0,0,0,0,0,0,0,0,120,341,50,381,0,0,240,24251,240,4023,0,0,0,0,140,176,60,23,20,11,20,36,0,0,50,65,0,0,60,372,0,0,0,0,0,0,230,4348,0,0,0,0,0,0,20,23,0,0,240,3866,240,4164,0,0,0,0,80,497,160,711
50,VT,05143,6,50,0,40,0,40,110,0,0,0,0,0,0,0,30,16930,50,16930,40,9270,40,93,30,439,30,367,0,0,0,0,30,1587,20,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2911,14645,0,0,50,1045,0,0,40,406,0,0,50,1464,30,295,0,0,0,0,0,0,0,0,40,273,0,0,0,0,50,14493,50,3589,40,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3392,0,0,0,0,0,0,0,0,0,0,50,3558,50,3821,0,0,30,41,30,955,0,0
50,VT,05146,1,100,70,20,0,50,120,20,0,0,0,0,0,30,40,942,100,942,60,539,30,2,30,60,0,0,0,0,30,158,30,59,30,170,20,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,179,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,43,0,0,0,0,0,0,70,111,30,56,0,0,0,0,0,0,0,0,30,17,40,35,0,0,0,0,30,30,70,80
50,VT,05146,2,60,30,30,0,30,120,30,0,0,0,0,0,0,20,2227,60,2370,50,1501,20,4,0,0,40,81,0,0,0,0,0,0,0,0,40,525,0,0,0,40,322,0,0,60,143,0,0,0,0,0,0,0,0,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1106,50,128,0,0,0,0,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,238,0,0,0,0,0,0,0,0,0,0,40,107,50,133,0,0,0,0,0,0,50,130
50,VT,05146,3,50,30,30,0,30,110,40,0,0,0,0,0,0,20,2911,50,2911,40,2054,40,12,30,99,0,0,0,0,20,161,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,582,2986,30,130,40,94,0,0,50,247,0,0,50,354,40,213,0,0,0,0,0,0,0,0,40,68,0,0,0,0,50,1835,50,236,0,0,0,0,40,43,30,7,0,0,0,0,0,0,30,45,0,0,20,47,0,0,0,0,0,0,50,313,0,0,0,0,0,0,0,0,0,0,40,211,40,237,0,0,0,0,0,0,30,83
50,VT,05146,4,30,0,30,0,20,70,0,0,0,0,0,0,0,40,2953,30,3033,30,1858,0,0,0,0,30,157,40,27,0,0,0,0,20,266,20,949,0,0,0,30,732,0,0,30,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2139,30,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,340,0,0,0,0,0,0,0,0,0,0,30,268,30,285,0,0,0,0,30,127,40,167
50,VT,05146,5,40,0,30,0,30,100,30,0,0,0,0,0,0,0,6948,40,6948,30,3398,20,17,20,343,0,0,0,0,0,0,20,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1170,5942,0,0,30,275,0,0,30,250,0,0,30,631,20,227,0,0,0,0,0,0,0,0,30,54,0,0,0,0,40,5342,40,1035,0,0,0,0,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1092,0,0,0,0,0,0,0,0,0,0,40,984,40,1051,0,0,0,0,0,0,0,0
50,VT,05146,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05148,1,230,170,40,20,110,290,60,0,0,0,0,0,0,70,2721,230,2829,160,1855,60,31,40,142,30,104,0,0,60,389,30,40,30,130,20,153,0,40,98,0,0,30,31,70,108,0,0,0,0,30,116,0,0,0,0,0,0,0,0,30,378,331,0,0,0,0,0,0,0,0,0,0,30,100,0,0,0,0,0,0,0,0,0,0,30,40,0,0,0,0,90,550,90,57,0,0,0,0,20,8,0,0,0,0,20,26,0,0,0,0,0,0,50,65,0,0,0,0,0,0,200,443,70,149,80,163,30,36,0,0,0,0,70,49,110,121,0,0,0,0,20,17,170,307
50,VT,05148,2,170,100,50,30,90,290,70,0,0,0,0,0,60,50,6291,170,6523,140,4534,60,58,40,186,40,153,0,0,50,691,40,176,20,183,20,299,0,0,0,50,273,0,0,70,232,0,0,0,0,0,0,40,170,40,41,0,0,0,0,30,529,1248,40,237,40,69,0,0,50,199,0,0,30,184,40,166,0,0,0,0,0,0,0,0,0,0,30,134,0,0,170,3437,160,416,0,0,30,34,70,53,30,1,0,0,0,0,40,9,40,30,0,0,40,101,50,233,50,250,30,19,160,759,30,66,0,0,30,36,0,0,0,0,140,363,150,475,0,0,0,0,40,75,130,304
50,VT,05148,3,90,30,50,0,60,200,60,0,0,0,0,0,0,50,5676,90,5815,80,4183,40,44,40,329,40,236,50,25,40,462,40,221,30,352,30,324,0,20,66,30,541,20,305,40,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,516,1658,0,0,30,75,0,0,30,133,0,0,30,213,40,259,0,0,0,0,0,0,0,0,30,34,0,0,0,0,90,3637,90,499,0,0,0,0,40,53,0,0,30,17,0,0,0,0,20,35,0,0,30,76,0,0,0,0,0,0,90,650,0,0,0,0,0,0,0,0,0,0,90,446,90,517,0,0,0,0,30,79,60,200
50,VT,05148,4,60,30,40,0,40,150,50,0,0,0,0,0,0,0,4902,60,5036,50,3726,30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,134,0,0,0,0,20,155,0,0,30,25,0,0,0,0,20,434,2006,20,133,20,72,0,0,20,128,0,0,20,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3456,60,489,0,0,0,0,30,46,0,0,0,0,0,0,0,0,40,55,0,0,0,0,0,0,0,0,0,0,60,514,0,0,0,0,0,0,0,0,0,0,60,444,60,470,0,0,0,0,20,69,30,105
50,VT,05148,5,80,0,70,0,50,210,70,0,0,0,0,0,0,40,10847,80,11317,80,8813,60,179,50,1017,50,860,40,87,30,1235,50,661,30,796,30,1131,0,0,0,40,974,40,1029,60,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1921,8605,0,0,60,410,0,0,60,538,0,0,60,956,40,378,0,0,0,0,0,0,0,0,50,209,30,507,0,0,80,7842,80,1238,0,0,0,0,70,71,40,34,0,0,0,0,0,0,0,0,0,0,30,183,0,0,0,0,0,0,80,1280,0,0,0,0,0,0,0,0,0,0,80,1129,80,1236,0,0,0,0,50,385,40,353
50,VT,05148,6,30,0,30,0,30,70,0,0,0,0,0,0,0,20,16710,30,16710,0,0,30,203,30,2260,30,2093,0,0,0,0,30,2394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2414,16245,0,0,30,1494,0,0,30,418,0,0,30,1913,20,224,0,0,0,0,0,0,0,0,30,151,0,0,0,0,30,14118,30,3295,30,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3662,0,0,0,0,0,0,0,0,0,0,30,3239,30,3600,0,0,20,105,0,0,0,0
